,userID,tag,content,date,year,label
1151,xomega,推,問題是遊戲好嗎？只有肥婆跟老阿罵,12/15,2021,1
1152,dreamyello,→,被笑的是胖子跟醜女,11/25,2021,1
1153,jay0215,→,還好啊！就一般正常國高中女生大腿粗細啊,05/20,2022,0
1154,cuteSquirrel,→,部長說大膽用槍 不用客氣,08/22, 2022,0
1155,opm,噓,你要選敗家、龍妹、加扁老公的？,09/03,2021,1
1156,weeklyquiz,→,全班都龍妹,04/07,2022,1
1157,Murasaki0110,噓,為啥只有肥婆,01/16,2022,1
1158,HinaGikuYanG,推,朝鮮路人扁臉扁奶只有醜,06/06,2022,2
1159,wl760713,→,肥豬反串豬每天臭白 舔母豬屁眼拿錢,04/26,2022,1
1160,akamen,→,肥宅通通穿不下 歧視胖子,10/21,2022,1
1161,lice0225,→,還真沒烏克蘭 沒關係啦台灣人很包容的,03/02, 2022,0
1162,stevenyu82,推,oWow,04/11, 2022,0
1163,vancepeng,→,OK我加速 但是我去政論節目 每一天,06/30, 2022,0
1164,b9513227,→,反正瘦了一樣醜 爽吃胖回去有差嗎,07/16,2022,3
1165,BD1983,→,:台中人不意外 連民視 三立都很少拍它胸部以下,05/29, 2011,0
1166,kmkr122719,→,女性確實較少會練腿 因為不想讓腿變粗,09/05,2021,0
1167,s999132,→,只有肥婆開演唱會時被抗議吧,04/13,2022,1
1168,mineco504,推,一年10億做成這樣…,02/19, 2022,0
1169,vow70,→,哪次不穩的,05/31, 2022,0
1170,DongWooNeKo,噓,嗆屁嗆 阿我就是肥宅醜又臭大家都知道吧,05/27,2019,4
1171,clone29,噓,胖子滾吧，噁心哪,10/26,2022,1
1172,QQBB,推,我有個龍妹朋友電機乙組，我可以叫她抱你,03/10,2022,1
1173,railwaytaiwa,推,g軟的肥肚腩,06/19,2022,1
1174,tkhunter,推,龍妹下單直接來的話....,11/23,2022,1
1175,mopackm53637,噓,台中一推黑道有啥意外，林北也金融,03/11, 2022,0
1176,elite31307,推,肥宅：普，醜，劣化,09/09,2022,1
1177,Aequanimitas,推,變肥婆了 不過我也是肥宅,02/13,2022,1
1178,pkpk23456,推,你是不是在臭誰是肥婆？,04/11,2022,1
1179,water19,噓,到底精神出了什麼狀況才會發這種,11/21, 2021,0
1180,tdog,推,樓下永康蔡康永,05/05, 2019,0
1181,amare1015,→,還他嗎想給人掉路燈 就你那瘦皮猴的鳥,09/02,2022,2
1182,oldtype,推,是雙北公務員上班上網有問題,06/09, 2022,0
1183,gay7788,推,讚啦，黑道死好,01/02, 2023,0
1184,mirac1e,→,覺青當女神在拜的五短水桶腰修圖普妹,10/02,2021,1
1185,w00176,→,垃圾死胖子屄嘴辣 幹,10/07,2022,1
1186,Takhisis,推,實話說 富家龍妹很挑的啦,10/08,2022,1
1187,rex9999,噓,她媽那肥婆樣　當年也是CCR被老外棄離,09/05,2021,1
1188,radiodept,→,喔，超肥胖女超噁心,04/23,2022,1
1189,tsai529,推,乾 吃20的虧只拿到100萬 博客來可以再慣,12/24, 2022,0
1190,JamesChan51,→,果然是大和田！,08/24, 2022,0
1191,b777787,推,腿好粗喔,10/22,2021,1
1192,LBJ23,→,家門被鎖緊 媽媽會擔心   就是指蔡英文,11/23, 2021,0
1193,pp27t99,噓,我就相信中國共產黨啦 死胖子滾啦,10/04,2022,1
1194,jeffkung,→,有角色都會魔改成黑人、肥婆、醜女和同,09/30,2021,1
1195,zoelysai,推,雞巴毛死胖子的醜陋面具要被揭穿了嗎,01/17,2022,1
1196,teacherDA,推,騎重機的不是胖子 就是矮子 。,02/28,2022,1
1197,momoispig,噓,=====肥宅那麼胖還吃!!浪費資源!!想想非洲的孩子=====,05/31,2015,1
1198,kcclasaki,推,死大肥豬 有種飛來台灣 跟我尬一場,12/05,2022,1
1199,aqsss,推,然後歐米龍妹妹就來了,04/22,2022,0
1200,huhu0830,→,那些龍妹就是找帥哥打炮的 醜宅只能眼紅,05/03,2022,1
1201,dsfrf,噓,笑死，當年神豬一出場真的民調每台都贏柯P,09/09,2022,1
1202,attdave,噓,至少也宣布一下全民該去哪領掃把,08/04, 2022,0
1203,y9111116,→,你真的懂男性嗎？,09/23, 2022,0
1204,zxcv91039,推,這種肯定也找龍妹啊 哪個長得好看的看,08/22,2022,1
1205,CCNCCN,推,台北死忠多的你無法想像，看看神豬,11/27,2022,1
1206,firemothra,推,經濟綠怎麼辦,12/20, 2021,0
1207,ggttoo,推,民盡擋不是喊假的,12/27, 2021,0
1208,skygray2,推,他自己還自介過自己肥又醜，沒人有性趣,08/29,2022,1
1209,WeGoYuSheng,→,通是台北的，怎麼比？不要在那跟我說,12/20, 2021,0
1210,OPPAISuki,→,中國女星都超瘦 都骨頭,04/02,2022,2
1211,fallinlove15,→,也是不錯啦,02/12, 2022,0
1212,buyo,→,尖銳層次喔?他岳父都明說那是基於照顧親人而非投資了,01/25, 2016,0
1213,ILike58,→,范建兩個不是一線，自然沒本錢回嘴啊。,12/20, 2021,0
1214,xtort,推,說誰心機肥婆？,04/18,2022,1
1215,tomjanyan,→,民進黨,11/13, 2022,0
1216,nuturewind,→,再繼續爽我怕變肥版統神,12/05,2022,1
1217,LunacyAlma,推,:我記得當年Shela被視為最有潛力的新人,07/27, 2005,0
1218,iinanwan,→,體育教練被女學生稱讚大腿很粗,07/15,2022,0
1219,pokyhoyo,推,還有2成要用就好 8成自己蹲上去大不會?,09/04, 2022,0
1220,buike,→,開個屁會，老闆娘挺著天塌下來都躺著選,07/28,2022,1
1221,hylio7754,推,哪一區的選民被騙了阿,06/15, 2022,0
1222,gebaho,→,沒奶子,09/11,2021,2
1223,bathilda,→,可是你有肚子啊，肥肚恰好露在中間,02/16,2022,1
1224,ffhh,→,FB看的出雞掰肥婆臉,08/11,2017,1
1225,renna038766,推,華人不懂欣賞龍妹 對美的想法太膚淺,05/14,2022,1
1226,Gossiking,推,綠媒繼續敗票吧！北捷沒人會覺得有肥,11/28, 2021,0
1227,sck3612575,→,有一個都變肥婆了,10/21,2021,1
1228,deepdish,→,官僚系統就跟肥宅一樣虛胖,03/04,2022,1
1229,u8803023,→,活下去～,06/07, 2022,0
1230,b9211173,噓,非洲和中東都不受疫情影響出生或死的嗎,11/14, 2022,0
1231,IamLittleJJ,推,四個同意制裁拉基塔綠班,11/27, 2021,0
1232,sunsam,→,死胖子就滾去黑森林餵狗,12/29,2021,1
1233,crazykai,噓,到底有多少人沒看內容就回文= =,12/14, 2021,0
1234,li72716,→,沒房沒車又醜又胖又老又窮還陽痿,05/21,2022,1
1235,jokc7839,推,普妹甚至龍妹 那訊息量（異性傳的）真,12/24,2021,1
1236,tp6pt,推,我女兒已經到可以跟我討論Dcard的年紀了，,01/14, 2023,0
1237,aa1052026,→,怎麼自家老母水桶腰扁奶,10/10,2022,1
1238,Hydra2563,噓,......肥又醜,06/24,2022,1
1239,gstym,→,今天噁甲遊行那胖子會去數椅子嗎,10/29,2022,1
1240,aquaunder,推,一定是女的嫌這肥宅太胖 笑爛,10/04,2021,1
1241,kevin1221,→,那坨肥油是從肥宅肚子切下來的逆,04/25,2022,1
1242,pttboy99,推,瘦皮猴脾氣還那麼大,06/27,2022,2
1243,s505015,→,那叫蜜大腿 不是肥大腿,09/18,2022,0
1244,crimson11,→,繼157 惡魔旅館後 又有一個龍妹愛好帳,11/30,2021,1
1245,samm3320,→,心態扭曲的醜男龍妹也會仇視帥哥美女啊,09/16,2022,1
1246,alex90236,推,拍拍....加油,02/26, 2022,0
1247,garcia,推,地熱評估完剩10% 也是沒事啊 ^U^,05/24, 2022,0
1248,n790321,推,幹 廢到笑 自己說自己醜又肥 第一次聽到,08/29,2022,1
1249,leoqqqoel,噓,肥豬腿就肥豬腿 又在包裝詞,01/27,2022,1
1250,inshadow,推,高雄就被某肥婆搞爛的 當兵的時候跟高雄,04/24,2022,1
1251,mb,推,嘴炮最會..ok,02/11, 2022,0
1252,s955512,推,環保肥婆,09/28,2021,1
1253,ssccg,→,車重到可以自然壓上去，通常是會撞開,05/24, 2022,0
1254,ppptttqaz,推,五樓專吃龍妹,10/31,2022,1
1255,Shimotsukin,推,死胖子該滾去減肥了吧,10/27,2022,1
1256,Everforest,推,覺青：恐龍法官,04/14, 2022,0
1257,wusbetz,噓,肥婆滿街跑,07/18,2022,1
1258,claude3,→,瑋豐 布萊恩 苦無證據,06/15, 2022,0
1259,wmtsung,→,原因複雜不能怪馬，現在就可以都怪柯？,11/08, 2022,0
1260,cheap3c,推,民進黨金主很不方便,06/26, 2022,0
1261,ssaic2006,噓,壽司下面是粽葉？廉價、噁心、水桶腰,07/18,2022,1
1262,panzerbug,推,我綠營朋友很愛轉這噁心胖子......,09/14,2021,1
1263,cherylsilent,噓,歪了變心機肥婆,05/26,2022,1
1264,antonny,推,很多看起來中年肥肚的其他屌打健身房巨巨,05/31,2022,1
1265,Casper50,→,漫畫沒帶 動畫沒奶沒妹子 怎麼好看？,10/09,2021,2
1266,GenYDad,推,肥肚翻到皮帶外面掛在那來再講,01/05,2022,1
1267,DevilHotel,推,我寧願選龍妹,01/24,2022,1
1268,chinapig,推,標準台女身材 瘦到看起來像非洲難民 你,11/26,2021,2
1269,rf,→,"看到坑洞就知道韓導做多爛,死忠更死忠",04/09, 2022,0
1270,hw1,推,這畜生連說謊都不會遮掩 比馬還爛,10/22, 2015,0
1271,NCTUEE800808,推,龍妹嫉妒心發作,04/27,2022,1
1272,Magic0312,噓,哪裡找這種又醜又肥的貓,03/17,2022,1
1273,rtoday,→,放一堆相片結果沒奶子…,06/01,2022,0
1274,Largebird,推,蘇書舒,07/19, 2022,0
1275,airback76,噓,難怪暖市一個個豬腦肥腸，胖得跟豬一,03/23,2022,1
1276,ArSaBuLu,→,我手指又肥又短還歪七扭八 也常常指錯,06/08,2022,1
1277,adan80506,推,你不回去的話會不會後悔我不知道,01/31, 2022,0
1278,Skeleton7,推,:朝聖,05/17, 2014,0
1279,awer89,→,市長烙跑次數  朱勝,12/21, 2015,0
1280,suyisan,推,某個垃圾網軍說自己專業估算的耶,07/24, 2022,0
1281,b2305911,推,人人都是藍鑽經理 穩,10/22, 2022,0
1282,taiwan08,→,八卦肥宅連呼吸都會胖了，你說呢？,03/02,2022,1
1283,KurakiMaki,→,龍妹當公主也沒用吧，誰理她？,10/03,2021,1
1284,nakayamayyt,→,哭的真很醜  又肥又老,05/27,2022,1
1285,IhateOGC,→,你會想和龍妹做愛嗎？,12/19,2021,1
1286,CCNK,推,沒奶圖沒孫子哦,11/02,2022,2
1287,moocow,推,我都捏我妹小孩的肥肚子 cc,06/15,2022,1
1288,LYSLYS,推,確實是糞作 我都看台灣新聞 超前拍攝,01/09, 2022,0
1289,lovekangin,推,獎金將累積到下個月,11/02, 2014,0
1290,Lucas0806,推,建議看台灣當年首刷的小說版就好，劇,01/05, 2023,0
1291,cs09312,噓,一堆肥婆套個皮就一堆啊宅看 可憐,06/13,2022,1
1292,Beltran,推,明明一堆龍妹嫁日男  哪來正妹多的錯覺,11/02,2022,1
1293,ev331,→,從bmi30 肥肚肚減到bmi25的嗎,05/21,2022,0
1294,milkyway168,→,:他們(馬政府)不值得你們去廣場當傻子~~!!!,09/24, 2013,0
1295,StylishTrade,推,超越神豬的男人,07/15,2022,1
1296,cherryse1f,推,只能說明這裡龍騎士跟龍妹坑侅一氣 難成大器哉,08/27,2015,1
1297,RealGeforce,推,女主角國字臉+竹竿平板身材,02/03,2022,2
1298,KCKCLIN,→,肥腿康娜,09/06,2021,1
1299,BlueBird5566,噓,幾十人被囚禁 沒政客說話 在美不可,11/06, 2022,0
1300,cynthiajul,推,53%過胖的台男嫌日男瘦到醜，笑死,12/04,2021,3
1301,cloud1030,推,這也能活肥婆又假奶,03/18,2022,1
1302,wjes30325,→,天跑去哪了,01/16, 2022,0
1303,ddddcord,推,有個肥宅在流理臺下用屁股夾緊水管暖水,01/03,2022,1
1304,geniuscheung,推,高調,08/03, 2015,0
1305,ev331,→,外勞很有錢的一堆月薪都五六萬 一間三房可,12/10, 2022,0
1306,a5447,推,":""你是幾梯的啦"" 這樣也會被告嘛?WWWWW",02/22, 2014,0
1307,FarkU,→,太醜沒有下次又不想給醜肥宅錯誤訊號,06/04,2022,1
1308,tmacor1,→,肥婆心眼很小的,10/15,2021,1
1309,sinedu,→,一輩子被人閒言閒語 我會找智囊團 想辦法,12/19, 2021,0
1310,fishclamp,推,生老病死，一路好走,11/19, 2022,0
1311,ivan761016,噓,跟台灣很像？明明台灣就是慢慢解封，,12/16, 2022,0
1312,cady69,推,歐美肥婆,05/14,2022,1
1313,t7556281,噓,有夠瘦皮包骨,11/14,2021,2
1314,quando225,噓,燻雞肥婆,07/22,2016,1
1315,staffordan,→,第一名,06/23, 2022,0
1316,azrael1011,推,都已經很瘦了 是打算把骨頭也剪掉？,10/02,2022,2
1317,s999132,推,心機肥婆,03/23,2022,1
1318,testone,→,西斯都老實龍妹,04/18,2022,1
1319,sa87a16,→,這群覺青戰爭才是殺死自己人最多的族群,02/26, 2022,0
1320,kent,推,寢取人妻,12/14, 2022,0
1321,nctugoodman,→,肥宅的屁股,01/29,2022,1
1322,hy092723,→,只能用像甜不辣的手指自慰,09/02,2021,1
1323,ebv,推,一定有加分啦~你沒看一堆龍妹都排隊報名了,10/27,2021,1
1324,STB1,推,兇兇肥婆,03/14,2022,1
1325,ben54302,推,教你脫魯的密集，找龍妹！但一定不肯咩,10/29,2021,1
1326,kenro,推,其實沒有規劃很好，辦得很鳥,02/13, 2022,0
1327,birdy590,→,沒辦法 韓團都是十幾歲開始操練 要練到,12/15, 2022,0
1328,kenned,→,老人家  恩  確實有可能 講到禮拜二,09/06, 2022,0
1329,boy1031,→,上次有個超醜肥婆上網公開選男人，十幾萬,12/18,2021,1
1330,DBSS,→,說胖肥矮醜禿頭...這種都告不成啦 不爽而已,02/21,2022,1
1331,square,推,支持時鐘的都低能兒,09/10, 2022,0
1332,cvnn,→,沒花到12億 得罪很多人啊,07/24, 2022,0
1333,ksrwp,→,全聯便宜？我有看錯嗎？,08/14, 2022,0
1334,loadingN,推,肥宅還能再胖嗎?,01/23,2022,1
1335,Sinkirou,→,做個紙片人抽卡就一堆白癡課金了何必做3,04/03,2022,0
1336,heavensun,→,不要碰狗嘴  碰他嘴 會誘發獸性,03/17, 2022,0
1337,LiveInNow,→,豬腳啤酒肥肚肚,03/23,2022,1
1338,bill403777,→,作業自己寫,03/24, 2022,0
1339,stvn2567,→,墨綠大聯盟：富得流油 神豬去死,02/21,2022,1
1340,cs09312,→,肥婆套個卡通皮都能有人斗內了 當然合理,09/15,2021,1
1341,kimura0701,推,她其實也不胖 就矮又臉大,01/01,2022,1
1342,Yelich,噓,爆米花給街友 你以為你在公園餵鴿子喔,12/06, 2022,0
1343,illawang,→,6歲明明很能吃，騙人沒帶過6歲小孩啊,06/29, 2022,0
1344,jackwu9999,推,升官發財請走.....,05/06, 2022,0
1345,lulocke,推,下半身肥婆的話 不行,01/05,2022,1
1346,light20735,推,白癡肥婆,12/09,2021,1
1347,woaifafewen,→,肌肌丟20而已 另一個瘦皮猴噴50公尺,09/20,2022,2
1348,tom77588,→,台中死肥豬是不是沒有技轉？,10/27,2022,1
1349,YumingHuang,推,我的解釋是偽裝成受害者繼續騙票..,08/13, 2022,0
1350,Ceferino,→,白襪還好，老爹鞋真的不行,04/11, 2022,0
1351,lpoijk,推,幹 你手機相簿該不會沒奶子 都是這種吧,01/18,2022,0
1352,koreapig5566,噓,8+9瘦皮猴身材 只有台灣底層流行,08/20,2022,2
1353,REDROSES,推,好好哦,07/19, 2019,0
1354,mirac1e,噓,覺青當女神拜的五短水桶腰修圖普妹不意外,10/04,2021,1
1355,k232,→,段譽的六脈神劍只能幫他摳摳小穴,02/25, 2022,0
1356,yeap193,推,為啥要爭取林口交？,08/11, 2022,0
1357,kabukiryu,→,對帥哥奶說應該48，醜男肥宅只能被歧48,08/14,2022,1
1358,marnoonjojo,推,看留言 八卦版果然一堆傻b 整天幻想,03/26, 2022,0
1359,superob,推,肥宅的肥屁股是殺人武器,03/06,2022,1
1360,system303179,推,看到龍妹才是吧,09/26,2022,1
1361,coolfishman,推,這根本可以寫進穿越故事了,11/16, 2022,0
1362,gk1329,→,先問你龍妹你幹的下去嗎  笑死,08/23,2022,1
1363,Alexiel,→,嫖妓專家,12/20, 2021,0
1364,GGrunrundela,噓,我魯蛇 我醜男 我禿頭 我肥宅 我流,12/15,2021,4
1365,after1,推,VPN到阿根廷一個月多少,03/14, 2022,0
1366,bigwun73,→,綠色是無敵的意義,01/25, 2022,0
1367,hankevin,噓,胖子的油膩味才噁,12/02,2022,1
1368,bearking2,推,台噁男只剩張嘴別侮辱有核彈的小胖好嗎,08/03,2022,1
1369,blackflag,推,真的很誇張,10/30, 2021,0
1370,kerodo,→,動靜，好誇張喔，,11/20, 2021,0
1371,michaelwu,推,好的 四個同意,11/20, 2021,0
1372,mathom,推,謝謝，剛好想買除濕機,02/01, 2016,0
1373,EnJay0108,→,老了吧，腎病貓通常會瘦成皮包骨,11/23,2021,0
1374,lucicat,→,渣男，但過度美化蕾的品格行為我覺得也沒,12/21, 2021,0
1375,rupg4vupskin,推,什麼興趣想要花錢玩都很能燒吧,07/12, 2022,0
1376,s6525480,推,信腰圍跟豬一樣肥的醫師,01/30, 2022,0
1377,leo6315,→,醜又胖的甲 只有一個慘字而已,05/23,2017,1
1378,air951951,推,重點是一堆人肌肥大超醜的…,10/11,2021,0
1379,GalLe5566,推,肥肚肚貓,03/22,2019,0
1380,Addidas,→,母雞憂鬱了,02/05, 2022,0
1381,a3221715,噓,肥甲老阿姨去洗屁股吧,09/23,2021,1
1382,dido0208,→,沒好處,12/02, 2021,0
1383,aids893001,推,普妹龍妹都馬一堆信,01/26,2022,1
1384,JayceYen,推,死肥豬,08/09,2022,1
1385,brianuser,推,腰太粗了ㄅ導演有看過漫畫ㄇ,11/10,2021,1
1386,bill403777,推,張是龍妹 別被騙了,07/14,2022,1
1387,wilson3435,推,龍妹的男生朋友我相信是真的,10/01,2021,1
1388,Filthy1218,推,靠北，叫肥肚中年大叔野炊野宿，怎麼,01/31,2022,1
1389,goal770711,推,死肥婆,11/21,2021,1
1390,jay16814,推,不用勃起 就比鬼島肥豬們大了 笑死,08/05,2022,1
1391,cttw19,→,台灣跟人家不熟而已,12/22, 2021,0
1392,saniblue,推,肥婆，不要玷污劉耕宏,04/27,2022,1
1393,bursty,推,泰森打甄子丹跟打小孩一樣...,11/27, 2021,0
1394,shiaohan1128,推,每隻肥宅的臉都長得很像很醜,03/02,2022,1
1395,enso,噓,純粹是陸軍人數太多，高司單位超過半數都是,09/08, 2022,0
1396,iamala,推,韓國腿骨粗，沒有腳踝。,07/10,2022,0
1397,js52666,推,五樓喝茶破處結果喝到高溫龍妹,11/26,2021,1
1398,sellgd,推,內外皆醜的肥女也想撩張鈞甯,07/22,2022,1
1399,zzz71084482,推,翁奇楠：,04/02, 2022,0
1400,stu25936,推,國民黨在幹嘛啦XD,12/22, 2021,0
1401,jimling2001,噓,肥婆,02/22,2022,1
1402,s655131,推,有的反而愛中國 到時候投靠中共你也沒軋,01/11, 2022,0
1403,ohfulow,推,阿富汗不保，烏克蘭不保，就專門保台灣？,03/11, 2022,0
1404,Ashbrook,推,too late,11/25, 2015,0
1405,wynne556699,→,幹你娘死肥豬,11/24,2021,1
1406,kcclasaki,→,左邊那個。   右邊感覺大腿太粗,12/26,2021,1
1407,win1130,→,家認為隨便能反的,09/24, 2022,0
1408,Shimotsukin ,推,這個死肥婆還沒下台，不愧是民進黨,05/05,2022,1
1409,loadingN,→,又醜化肥宅 幹,02/07,2022,1
1410,neo5277,推,等等太陽出來唱阿吃胖啊，媽媽的吉娃娃,09/28,2021,0
1411,ko309491,→,643就瘦得像只有骨頭用不下去 IPX-471那,11/20,2021,2
1412,milkBK,推,就那種打不贏瘦皮猴拳手的人啊,04/20,2022,2
1413,jachan,→,上市標準很遠,11/05, 2021,0
1414,cguchen,→,八度空間 當時很耐聽,05/10, 2022,0
1415,pizzafan,噓,約17~23年前看過肥肚老外 用跑的上大凍,03/29,2022,1
1416,Yozuha,→,不會有太多精力調整每位患者飲食或習慣,12/28, 2022,0
1417,Abbee,推,敬業+1 要女裝要瘦皮猴都行,10/08,2022,2
1418,wuwaiter,→,不太好的含意(尤其是北方的人比較介意，,10/03, 2022,0
1419,ideal5566,噓,死肥婆先減肥,10/17,2021,1
1420,scum5566,→,幹你娘,05/06, 2022,0
1421,hihimen,→,一，新的不用用舊的，再吵廢料沒地方放?,11/08, 2021,0
1422,konmugen,噓,朱：要戰便戰，戰好戰滿！！,12/01, 2015,0
1423,touchbird,→,一堆肥婆,03/23,2022,1
1424,sprite5566,→,肥婆還在睡別吵,06/08,2022,1
1425,theskyofblue,推,你先承認你就去那個扁奶怪,08/23,2022,2
1426,superbabaya,推,:能讓CPU變成量子電腦就好了.... 講好多看不懂 哈,10/02, 2011,0
1427,monitor,→,是不是知道就算不提名羅智強，也輪,04/12, 2022,0
1428,bowen5566,推,晚安,07/17, 2021,0
1429,YesNoter,噓,秘方都被你說出來惹,01/08, 2022,0
1430,wadashi1,→,肥宅只能練出像懷孕8個月的肥肚..,11/18,2022,1
1431,Leo4891,→,法官是不是該去實習刑警幾年再來當法官,08/26, 2022,0
1432,kytem,推,吱持,11/23, 2022,0
1433,efs92c09,→,說人胖可能是事實，但罵豬就...,08/07,2022,0
1434,kkl522608,→,+9不是癡肥就是瘦皮猴，沒有武器不要,11/12,2021,3
1435,Lucas0806,→,秋道家是哪個在外面偷生的快承認,12/13, 2022,0
1436,king110592,推,注意噁心甲胖會查上班用PTT,06/08,2022,1
1437,requan,噓,肥婆神棍，幹,06/17,2022,1
1438,avecmoi,推,中國嘛..活該,04/09, 2022,0
1439,tue678,→,罵航勤的人   沒資格要求同等待遇  搬貨,01/03, 2023,0
1440,minijin,→,這腿不粗，是拍攝角度加上擠壓看起來粗,05/20,2022,0
1441,memory0429,→,檢舉的一定是破百龍妹,08/26,2022,1
1442,ubcs,推,可愛肥肚肚,11/21,2022,0
1443,shin30,噓,剪這啥鳥頭 肥版8+9,03/26,2022,1
1444,zkowntu,→,然後大陸官方也不希望Jessica奪冠,08/08, 2022,0
1445,deepdish,→,《我好無聊》Full Demo | Feat.豬弟胖,01/21,2022,0
1446,rex9999,噓,最令人討厭的東瀛肥豬　噁,10/07,2021,1
1447,kusoyoda,推,綠畜怕肥婆跟球場一樣 落地就治堅,08/01,2022,1
1448,amare1015,噓,鳥仔腳 X,11/24,2021,2
1449,YJM1106,→,作）,04/24, 2022,0
1450,gtayu,推,活體器官市場準備活絡起來,11/27, 2022,0
1451,xheath,推,奶粉快沒了 就要去買了 哪有半夜沒奶粉這,04/27,2022,0
1452,Ferrero0212,推,大貓可愛,05/24, 2022,0
1453,xiokai,噓,欠噓,09/26, 2019,0
1454,c6b7yntz,推,不然你要肥胖的皮囊裹著醜陋不堪的靈魂,02/20,2022,1
1455,Yude0109,推,是啊，窮酸 醜 肥 品行差 色 髒,12/12,2021,1
1456,kobe7610,噓,幹你娘死肥婆,01/20,2022,1
1457,newsyho,→,複製肥婆的喪事喜辦高招，暖心推責用的,10/15,2021,1
1458,wadashiwa01,推,龍妹怎麼會有人理呢,07/05,2022,1
1459,jennyshe,推,矮堅，胖燦，相得益彰,07/06,2022,1
1460,SolomonTab,→,胖胖的更噁,08/27,2021,1
1461,dean0911,推,肥可以減啊…醜，整形也是塑膠,10/20,2021,1
1462,Ron51320,→,兒，沒燒起來算運氣好，不知道早產嬰兒,12/30, 2022,0
1463,label99,噓,噁台嬤只會選舉,08/17, 2022,0
1464,applemow,推,這篇有聲音,09/08, 2022,0
1465,ha0118,推,肥美肚肚<3,06/20,2022,0
1466,r0ck123,推,你覺得醜就不能上街 那肥宅全部去自殺,11/01,2022,1
1467,Drainhide,→,Victor Wooten、Marcus Miller...等等,11/05, 2021,0
1468,colan8,→,歐美有運動的胖子好看多了 亞洲盡是懶豬,06/25,2022,0
1469,newsyho,推,我看肥婆過得好好的啊！又在說謊了，唉,09/24,2021,1
1470,JamesChai,→,所以什麼推文讓公務員覺得被羞辱了？,06/14, 2022,0
1471,Jackal0326,→,以前被龍妹主動示好過，很熱情,11/27,2021,1
1472,taco20,推,美國D卡,02/10, 2022,0
1473,ptt987654321,推,上次看他推特 說在工作中,08/21, 2022,0
1474,faust666,→,小的就在那邊說沒奶、乳頭黑，臉醜，嘻,08/11,2022,2
1475,jackycheny,→,你明天準備被長官電了，檢舉一波嘻嘻,11/29, 2021,0
1476,Maisie,推,一群爛咖,01/31, 2022,0
1477,jil,→,不用打也能進 那你去打高端幹嘛吃飽太閒?,10/20, 2022,0
1478,Sanco,推,空氣喬丹到底是誰的人馬啊? 應該不是西瓜黃,12/24, 2021,0
1479,stratege,推,心肌肥婆,11/10,2022,1
1480,gunfighter,推,既然本人都承認 就認可他又醜又肥吧,08/29,2022,1
1481,ab2326764,→,:[新聞] 李登輝：棄馬保台 不是保民進黨,12/02, 2010,0
1482,iwilltry,推,那江大胖屬實的話也太噁了吧,08/25,2021,0
1483,KMSNY,→,樓上 日本是日本不能比,07/08, 2022,0
1484,pkpk23456,推,有啊！ 連肥婆都敢穿熱褲了！ 正妹穿蘿,10/07,2022,1
1485,foxylady,推,好油和優質蛋白質攝取太少,08/27, 2022,0
1486,Sam717,噓,肯定嬯女怕被人罵肥婆,06/12,2022,1
1487,goscowalker,推,這明顯是條件不錯 沒臉沒奶哪敢大聲,09/26,2021,2
1488,boy1031,推,可憐肥婆,09/09,2022,1
1489,EulerFormula,推,看看你的肥肚 多久沒來了,04/05,2022,1
1490,HornShow,→,=.=,12/31, 2021,0
1491,madeathmao,推,肥婆難道是普丁的肉便器？,06/26,2022,1
1492,zero50147,→,胖超醜 你看誰要看,03/10,2022,1
1493,QQ55555555,→,太醜太肥,03/12,2022,1
1494,sanshin,→,假日人爆滿了還想怎樣？,12/25, 2022,0
1495,sellgd,推,扁菜酥就O型人,03/10, 2022,0
1496,aglet,推,鳥仔腳,04/20,2022,2
1497,yuchihsu,→,關飯店屁事，哪有辦法干涉客人,12/04, 2021,0
1498,FFFFFFFF,推,腿好粗,01/28,2022,1
1499,WIGGINS22,噓,肥龍妹啊,06/13,2022,1
1500,loadingN,→,肥宅腰太粗 翻身不易,02/20,2022,1
1501,richard26057,噓,低能肥豬 幹你娘,10/09,2021,1
1502,spring53287,推,無症狀99.8篩三小,04/12, 2022,0
1503,sisik,→,"他不用操,他也是胖子.",06/25,2022,1
1504,acebruce,→,:為什麼董事長要坐捷運?,01/28, 2014,0
1505,bar1005,→,較容易執行 畢竟不想打的 你怎說 他就是,03/28, 2022,0
1506,mopepe5566,推,九成龍妹，有什麼好期待,10/10,2022,1
1507,Misscat16868,→,溫良恭儉讓肥婆，謙卑謙卑再謙卑狗,06/21,2022,1
1508,widec,→,這也太雷了...我拔牙都沒超過60分鐘,12/14, 2022,0
1509,DASHOCK,推,你問肥婆還是歌手演員,01/17,2022,1
1510,a22122212,→,又肥又腿短到底誰愛看,08/18,2022,1
1511,hitomi47,推,寧願幹破百龍妹  也不願意花錢去吃喝茶,09/27,2021,1
1512,theskyofblue,推,還可,03/28, 2022,0
1513,a4786033,推,憂鬱的女生比龍妹還爛,11/15,2021,1
1514,lugiam,推,等等就封鎖刪除了吧 www,03/23, 2022,0
1515,frank2002,推,可憐的瘦皮猴，拿根棒子就以為打得贏嗎,10/05,2022,2
1516,flux,推,:689+公務員，ㄏㄏ,11/22, 2013,0
1517,potatofat,推,鄉民真不懂事 水桶腰也是腰阿,06/06,2013,1
1518,ra88872,噓,你拍個男的給誰看阿！要奶沒奶要屁股沒屁,10/15,2021,2
