,userID,tag,content,date,year,label
363,DPP48,→,開了演唱會來看，沒奶又醜，歌又難聽，10,10/12,2021.0,2
364,gankgf,→,接下來是不是要進入空拍機數人頭環節,12/17,2021.0,0
365,jeng7722,→,移動迷宮那個才要隔離,05/06,2022.0,0
366,apa9394,→,有錢判生,11/12,2021.0,0
367,churrox,→,是消瘦 加班加到難民瘦那種也不好==,11/02,2022.0,2
368,allenthu,→,市長：我不清楚,10/22,2022.0,0
369,pkpkpk3426,噓,沒錯 處男都喜歡大奶龍妹啊,10/09,2022.0,1
370,BaRanKa,→,她這樣叫腿粗你是多喜歡竹干不健康腿,11/14,2022.0,2
371,cookiecloud,噓,都扁奶選個屁啦幹,11/07,2022.0,2
372,shine32025,→,肥婆看煙火的背影= =,10/14,2021.0,1
373,bullshit2,推,沒奶子,10/02,2022.0,2
374,exceedMyself,推,沒有什麼是中共同路人不能解決的,12/02,2021.0,0
375,takechance,→,結衣沒奶 沒有性慾,10/29,2021.0,2
376,leechiungyi,→,子，短肥腿賣自慰杯滾,06/14,2022.0,2
377,drmartens,→,現在只有+9妹會追求鳥仔咖了吧.....健,02/15,2022.0,2
378,F16V,→,中之人鳥仔腳,06/27,2022.0,2
379,lpmybig,噓,這個棉花糖肥婆87趴像 臉正還好 臉醜94肥,09/05,2022.0,1
380,htc10,→,白紙片人,11/29,2022.0,0
381,kogreece,推,那麼矮瘦，難民嗎？,04/16,2022.0,2
382,cedca,→,瘦不拉基的台女,11/20,2022.0,2
383,sam4105112,推,館長那身材在這裡算瘦皮猴,03/05,2022.0,2
384,nilr,→,，對方就道歉並澄清，然後快步離去。,11/02,2021.0,0
385,mastoid,推,這腿粗？ 別鬧了 這最實用好嗎,10/01,2022.0,0
386,Xhocer,推,屁股有夠塌,08/12,2022.0,2
387,FannWong,推,鳥仔咖 不好看,10/04,2021.0,2
388,illreal,→,扁奶腿粗還像個男的,10/15,2021.0,2
389,jej,推,肥宅 醜男 人人自危,11/19,2021.0,1
390,cookiecloud,噓,扁奶滾啦幹,03/26,2022.0,2
391,rotiars,推,新年快樂,01/01,2022.0,0
392,AioTakumi,推,不知道裝置藝術多貴嗎？看看肥婆時期,10/14,2022.0,1
393,force5566,推,這樣瘦下來都排骨，很難看,04/04,2022.0,2
394,KCKCLIN,推,嚕他阿 那麼肥的腿庫看了超想欺負,10/18,2022.0,0
395,bizozi968,推,感覺大腿有粗,01/07,2022.0,1
396,Elmore,推,廖勾誕4ni,03/20,2022.0,0
397,YummyMcGee,推,死肥豬,10/28,2022.0,1
398,mysterydream,噓,醜臉 肥肚,11/10,2022.0,1
399,shinkiro,推,才十億，兩兆風電：,04/24,2022.0,0
400,StylishTrade,→,都瘦成皮包骨了 QQ,11/15,2022.0,2
401,ideallife,推,春麗這腿也粗的太醜了吧,08/26,2022.0,2
402,duelaylomo,噓,2波疫情照出了北市只會嘴，真的要做事,05/02,2022.0,0
403,gtor7923,噓,先不吃不喝瘦到皮包骨再說,06/10,2022.0,2
404,Win7,→,email肥婆言語間早就透露出想選版主的想法,09/22,2022.0,1
405,tn907915,推,輪到三軍官校時就是離統一不遠了,09/07,2022.0,0
406,trenteric,→,10樓那張看幾次都覺得可怕,06/27,2022.0,0
407,ss20422,噓,100kg龍妹火車便當準備好了,01/24,2022.0,1
408,TomChu,推,第一學府才不會有這種事,01/10,2023.0,0
409,Tattood,→,國大金剛 也不想多花錢在本土瘦皮猴上 可,11/23,2022.0,2
410,lee0128,推,這紙片人吧??,04/16,2022.0,2
411,richard26057,噓,低能肥豬 幹你娘,10/09,2021.0,1
412,heyd,推,鄉下沒啥年輕人 女的更少,12/09,2021.0,0
413,north75566,推,肥宅肚子太大，不行,09/28,2021.0,1
414,ken860606,噓,手指好肥大==,05/07,2022.0,1
415,kof101,→,0 瘦不拉機怎搞,11/21,2021.0,2
416,EMSOK,推,8+9都一堆瘦皮猴 一拳就倒 打個屁,03/01,2022.0,2
417,woaifafewen,→,肌肌丟20而已 另一個瘦皮猴噴50公尺,09/20,2022.0,2
418,tengfan,→,數據立委...,10/02,2022.0,0
419,JACKALJO,噓,說不定肥婆 沒看過驚聲尖笑嗎,10/29,2022.0,1
420,Leo4891,推,口罩是肥宅救星好嗎  把醜臉遮住,09/07,2022.0,1
421,Hsiencheng,推,比台灣肥婆準多了,03/23,2022.0,1
422,achun1212,→,你有看過瘦皮猴在當大哥嗎？,10/06,2021.0,2
423,yoderek,推,噁心胖甲，看了真不舒服,06/30,2022.0,1
424,s81048112,→,沒影片喔,09/15,2022.0,0
425,luckyalbert,→,king,05/25,2022.0,0
426,liuyc888,→,就是八卦的韓導被罷免了阿,11/10,2021.0,0
427,kabukiryu,→,考慮大額投資，如果4歐8喪或龍妹，甲,11/22,2022.0,1
428,luckyalbert,→,的那才是悲哀,11/17,2021.0,0
429,louic,→,什麼是越位？,11/21,2022.0,0
430,zukidelko,→,500萬 88,08/18,2022.0,0
431,blitz,推,"放心啦,我還看過又肥又醜一輩子都在仇女的",12/05,2022.0,1
432,warmman,推,好的，塔綠斑,09/18,2021.0,0
433,x7834210,→,傻孩子這種腿才好用 鳥仔腳 都骨頭撞到,09/11,2022.0,2
434,Andy5566,推,結果開十個九個男的，剩下一個龍妹,09/14,2021.0,1
435,S2aqua,→,一定ptt潛水龍妹,07/06,2022.0,1
436,Kultivient,推,奶子大的比台女多 台女都是扁奶,05/03,2022.0,2
437,vincentsoon,→,龍妹好了啦！女權自助餐！,10/07,2021.0,1
438,Howard61313,→,吃到小腿比大腿還粗,01/20,2022.0,1
439,kerry0496x,→,瘦巴巴的屁孩只拿棍棒，會被反打,04/23,2022.0,2
440,ImBBCALL,推,我昨天走路短短10分鐘 就差點被撞三次，,12/03,2021.0,0
441,sunsam,噓,跟死肥豬穿鼻環那種好像,08/11,2022.0,1
442,s6525480,推,可以學職榛 叫別人提出證據 否則吉,06/11,2022.0,0
443,pizzafan,→,(不過排骨部份 還是大林遠香的瘦肉最強),12/05,2022.0,0
444,jokerming847,→,瘦皮猴半甲沒打霧說信上帝,10/17,2021.0,2
445,mc2834,推,這幾個瘦皮猴看起來超像國中生的,05/06,2022.0,2
446,ymib,→,8000滾動愛滋數椅子肥豬真他媽噁心,04/07,2022.0,1
447,JSFS,→,便宜，烤羊肉吃得蠻爽的。大列巴配超肥豬肉,11/15,2021.0,0
448,Mcnair,推,戶田瘦下來之後整個崩壞，根本骨頭人,08/29,2021.0,2
449,takalynn,→,你可以去上班 沒人會攔你,02/26,2022.0,0
450,iPolo3,→,詹姆士被龍妹吸奶頭,09/27,2021.0,1
451,wjes30325,推,不禮讓行人呀 都有上旅遊提醒了,10/31,2022.0,0
452,garry5566,推,"高嘉瑜那麼小隻, 又瘦巴巴, 怎麼打？",12/01,2021.0,2
453,ho83leo,推,矮不要胖，基本上都還有市場,05/01,2022.0,1
454,Stupidog5566,→,我好像只看過他欺負的盡是些瘦皮猴,10/06,2021.0,2
455,jack2324,推,瘦到皮包骨會好用？我不行…,03/28,2022.0,2
456,winiS,推,肥婆賺啊,05/22,2022.0,1
457,zscst,推,水桶腰歐巴桑,04/14,2022.0,1
458,myloveflyfly,推,沒奶子,09/11,2021.0,2
459,tw15,推,穩,05/11,2022.0,0
460,zz71,推,酸肥婆一個,07/24,2022.0,1
461,cookiecloud,推,扁奶怪的心眼跟奶子一樣小,04/21,2022.0,2
462,north75566,→,中華民國派比台獨還低能,12/23,2021.0,0
463,cookiecloud,推,扁奶滾啦幹,06/08,2022.0,2
464,puretruthson,噓,專簽肥豬醜女，還把426腔講成台灣,08/27,2021.0,1
465,xdctjh,推,笑宅宅宅 然後轉身對  真 紙片人發情,10/10,2022.0,2
466,GGrunrundela,噓,龍妹 不然就不會這種下場惹,10/28,2021.0,1
467,xaxa0101,推,被民主,12/13,2022.0,0
468,ga3322165,→,而且日本女學生大半肥短腿 高中日本姐,04/24,2022.0,1
469,info1994,推,八成電線,06/20,2022.0,0
470,sealdoom,噓,滾啦 X,06/01,2022.0,0
471,SFGiants,推,美利堅合眾國,05/08,2022.0,0
472,focoket12,推,逢年過節才洗頭！平時沒在洗的！,01/09,2023.0,0
473,fup6456,→,肥肚你也有 財產差很多= =,07/22,2022.0,1
474,a94037501,推,$,11/25,2022.0,0
475,GGrunrundela,噓,噁爛暗黑道死胖子料理,11/27,2021.0,1
476,hooniya,→,沒奶沒屁股沒腰美腿都不能穿啊,02/18,2022.0,2
477,root268,推,阿就沒人要啊 又肥又醜 我就爛 放棄了,10/25,2021.0,1
478,GimO,推,有個女人願意辛苦懷胎十月 變胖變醜 只為了,09/25,2021.0,0
479,crusaders811,→,只靠全羅道可能救不了執政黨,03/10,2022.0,0
480,Leoreo,推,難道要放董仔的油肥肚給你看嗎,11/26,2022.0,1
481,ALDNOAH5566,推,太子不能嘴的 吊路燈,09/20,2022.0,0
482,fransiceyho,推,以後爬山的人會看到你,01/24,2022.0,0
483,apteekki,推,愛你,01/08,2022.0,0
484,hw1,推,阿婆仔生子,08/02,2022.0,0
485,stillsustin ,噓,BMI是給8+9瘦皮猴自偽用的吧,05/05,2022.0,2
486,Mazda6,推,之前麒麟已經不輸，cad跟製程可能要十年,12/24,2022.0,0
487,aglet,推,鳥仔腳,04/20,2022.0,2
488,bill93557063,推,肥宅長得醜也沒辦法上節目,03/26,2022.0,1
489,jessica805,噓,幹你娘 甘你屁事 死胖子,07/03,2022.0,1
490,LYSLYS,推,醜 臭 肥 自己選一個吧,10/17,2021.0,1
491,cesped866,→,有些人就腿粗了還練三小,07/08,2022.0,1
492,KaiManSo,推,臉普、奶小、屁股塌、個性雞掰,08/31,2021.0,2
493,krit1009,→,換臉最高關七年 反觀撞死人 ㄏㄏ,11/18,2021.0,0
494,michaelwu,→,笑死 鳥仔腳圖勒,06/03,2022.0,2
495,dennis1233,推,以前都沒核廢料 以前放那現在就放那,11/02,2021.0,0
496,mono1023,→,龍妹第一把交椅,10/04,2021.0,1
497,mirac1e,噓,塔綠班女神五短水桶腰修圖普妹你敢嘴,11/25,2021.0,2
498,NASH0201,噓,台灣的89一堆排骨身材，別鬧了,02/22,2022.0,2
499,mb,推,嘴炮最會..ok,02/11,2022.0,0
500,whatzup1124,→,變瘦皮猴,12/08,2021.0,2
501,dyc2008,→,沒奶又醜,11/17,2022.0,2
502,aa1052026,→,就像有人說海嘯 我就很想問311那海嘯侵,11/12,2021.0,0
503,icanfi,→,國外夜店保全不是瘦皮猴欸,11/12,2021.0,2
504,gjcl6,噓,沒奶 屁股也不翹 到底？,08/17,2022.0,2
505,doro0202,噓,kiki沒臉沒奶影片又沒內容是要比屁,09/23,2022.0,2
506,xiemh420,推,鳥仔腳啊,11/05,2021.0,2
507,GLung,→,民主聖地,11/29,2022.0,0
508,seashroom,推,都瘦成皮包骨了還演的,11/21,2021.0,2
509,Kultivient,推,扁奶 可憐 幹久了性向歪掉變甲甲,01/14,2022.0,2
510,ramun,推,當成儲值台灣價值不就好了 有沒有欣慰點,02/12,2022.0,0
511,derrick1220,噓,真的太瘦 骷髏人,12/24,2021.0,2
512,steven12615,噓,龍妹還在幻想 可憐,11/12,2022.0,1
513,yuhancheng19,推,輸不起 而且又貴,04/24,2022.0,0
514,xup6xu6,噓,他是被抓去關還是被消失？,04/19,2022.0,0
515,lkdsa,→,"幾乎都很瘦扁,尤其男性,普遍比臺人再小一",07/15,2022.0,2
516,zipizza,推,藍羊你的木龍妹呢,01/14,2019.0,0
517,amare1015,→,瘦不拉雞的一看就沒啥料XDDDDDDDDD,06/27,2022.0,2
518,testtesttest,噓,醜....而且沒奶...........,08/08,2022.0,2
519,StNeverRush,→,還在搖,11/14,2021.0,0
520,lostguy,推,先示範給兒子看，以後兒子在法院再演一,11/11,2021.0,0
521,Sinkirou,→,先想想做的稀爛的內政把,11/27,2022.0,0
522,BD1983,→,一定很醜 又沒奶,10/01,2022.0,2
523,inshadow,推,熟女身材啪起來才爽  愛撞骷髏的人滾啦,10/13,2021.0,2
524,LBruce,推,實錘！,05/31,2022.0,0
525,Israfil,→,態上的不足部分(諸如矮 胖 殘缺等等...,01/11,2022.0,1
526,wushwush,→,笨的矮的胖的凸的邋遢的課不課？,09/26,2021.0,1
527,trustjohndoe,→,剩下肥宅和醜女,03/30,2022.0,1
528,ceremonial,推,這麼多靠爸族都上了 怎麼你女兒就沒上,11/29,2022.0,0
529,ridodo,推,看店吧！我這也是這情況，但我很愛自助結,04/23,2022.0,0
530,stezer,→,豪痛喔 沒奶子怎麼能體會大奶的苦,01/12,2022.0,2
531,crazydj,→,至少3600才有資格在八卦講話,08/24,2022.0,0
532,belucky,推,那就不要追龍妹  追龍弟,12/02,2022.0,1
533,keney963817,推,瘦皮猴與粉紅人的兄弟情誼,09/29,2021.0,2
534,axzs1111,→,屁股這麼塌 肯定沒在練,08/12,2022.0,2
535,kevin1221,→,女的有不爽的不是醜就是肥,09/29,2022.0,1
536,ydpoland,推,樓上被毒肥婆吹喔 幫qq,09/18,2021.0,1
537,meatbear,→,就說事實的事 哪有什麼中不中立,12/08,2021.0,0
538,Kurumi2000,推,肥 臭 醜,12/06,2021.0,1
539,a1119151,推,沒奶 滾一邊去,01/14,2022.0,2
540,mikiworldpea,推,肥肚肚,06/20,2022.0,0
541,npc776,→,再貼一張天國近了,03/26,2022.0,0
542,Anvec,→,還不是要乖乖做三期,11/23,2021.0,0
543,FoxQ,推,:爽,11/11,2013.0,0
544,brianuser,→,一直都是肌肉就是美瘦皮猴脫光有啥能看,08/20,2022.0,2
545,a860122004,噓,胖子明明可以改變 我們矮ㄗˉ才慘,03/02,2022.0,1
546,joumay,→,神豬變霹靂舞型男 你再笑啊,02/20,2022.0,1
547,neo19,推,宗瑞哥不知道的去google Party huang,03/17,2022.0,0
548,InfinitySA,噓,別瞧不起龍妹 破處死會率比正妹還高,11/29,2022.0,1
549,xetherz3,噓,龍妹業配文嘔嘔嘔嘔,10/10,2021.0,1
550,motherlay,→,屁股塌 內內小 臉也不好看 但音樂很棒,11/26,2021.0,2
551,cs09312,→,肥婆套個卡通皮都能幾萬人看了 這還好吧,09/01,2021.0,1
552,cs09312,→,肥宅就愛肥婆套卡通皮 真人這麼醜==,12/06,2021.0,1
553,Magic0312,噓,醜、胖、老,01/22,2022.0,1
554,yen097605703,噓,阿肥缺一樣 阿肥有肚子QQ,08/27,2021.0,1
555,KCKCLIN,噓,肥宅肚子,07/23,2022.0,1
556,frommr,→,鳥仔腳,09/04,2022.0,2
557,Rex1009,推,紙片人,08/17,2022.0,2
558,tinglottery,→,男生瘦皮猴8+9樣 那發言不意外,06/07,2022.0,2
559,allenatptt,噓,明末的福王可是跟豬一樣，誰說沒胖子,04/06,2022.0,1
560,gem810611,推,太瘦了 都骨頭 吃胖一點比較好抱,10/30,2021.0,2
561,dodomen,推,笑了,02/23,2022.0,0
562,spring013,推,貝完勝,09/23,2022.0,0
563,garcia,推,編輯了三次484跳電三次？日本人可憐哪,03/21,2022.0,0
564,ppptttqaz,噓,臉醜 小奶 肥肚 誰看雖十年,11/28,2022.0,2
565,joyeszhang,推,重點又肥又醜,09/22,2022.0,1
566,homebox0923,噓,你的保證連一塊雞排都不值,03/04,2022.0,0
567,jasonpig,噓,股票會缺現金那就是開槓桿在玩,06/30,2022.0,0
568,diaze,推,這不一定是甲 看到肥婆硬不起來很正常,11/30,2021.0,1
569,Blunt,推,沒奶但有屁股給推,08/17,2022.0,2
570,faust666,→,小的就在那邊說沒奶、乳頭黑，臉醜，嘻,08/11,2022.0,2
571,ilovebmw,→,好了啦～,07/12,2022.0,0
572,source0209,推,一位沒料的說別人沒料，沒什麼說服力,01/01,2022.0,0
573,Qidu,推,七八十歲還要工作我看也是可悲,12/27,2022.0,0
574,lwswjs,推,瘦皮猴8+9,09/04,2021.0,2
575,engineer1,→,你問吱吱啊,06/08,2022.0,0
576,tony20095,推,告死這個支那死肥婆!,01/23,2016.0,1
577,lovemoon1011,推,一定又醜又肥,02/02,2022.0,1
578,cccc1730,推,原文的韓國妹不行耶 瘦成這樣以為難民,01/19,2022.0,2
579,rcro,→,很有可能啊 安安瘦到像一個骷髏一樣…,11/09,2022.0,2
580,lavign,推,竹竿手臂鳥仔腳的8+9狐假虎威,08/30,2021.0,2
581,kisaku,→,這廢文八成是看到公車20年健保卡回收廣告,04/12,2022.0,0
582,Ronwill955,噓,垃圾破腦死胖子 怎麼還沒中風,11/14,2022.0,1
583,OPPAISuki,→,左邊那個好可愛 但太瘦了吧 沒奶,05/22,2022.0,2
584,survivalteru,噓,爽啊比洗哪低能龍妹好多惹,10/04,2021.0,1
585,wang460313,→,不過「小胖子」算是客觀描述 但「豬」,08/07,2022.0,1
586,a37821910,推,畢竟腦子壞了,02/16,2022.0,0
587,floz,推,吱己人~大可不必~,01/06,2023.0,0
588,SHALIMAR,→,"我認識的都是瘦瘦高高,扁身骨架大的,",02/10,2006.0,0
589,meowyih,→,囧，台灣不是喊維持現狀喊了幾十年，這句,03/10,2022.0,0
590,woifeiwen,→,怕瘦皮猴被撞一下歸西 不好交代,11/19,2022.0,2
591,rmoira,推,爽啦 垃圾交通部肥豬高層通通去吃屎,04/26,2022.0,1
592,cookiecloud,噓,扁奶滾啦幹,01/23,2022.0,2
593,leo801012,推,台男要好好保護自己,11/30,2021.0,0
594,Kultivient,推,台女扁奶 腿跟屁股乾癟 每天看了心情,12/11,2021.0,2
595,xsexyx,推,肥肚肚,03/06,2022.0,1
596,navysoider,推,通常這種都龍妹,08/27,2022.0,1
597,tdog,推,樓下永康蔡康永,05/05,2019.0,0
598,gaygaydi,→,，這部分是指什麼？,01/31,2022.0,0
599,woerns,→,南部女生一堆55身，腿又粗又黑根本不能看,10/15,2021.0,1
600,mudee,→,是那個舔中肥婆蓋的  真的造孽！,12/19,2021.0,1
601,s999132,→,轉型肥婆團,10/19,2021.0,1
602,amare1015,噓,鳥仔腳 X,11/24,2021.0,2
603,mycity,推,太瘦的不要，最近清硬碟排骨都先砍,06/21,2022.0,2
604,xzcb2008,推,射啥小 幹您娘=.=死胖子,03/05,2022.0,1
605,dxzy,→,世界怎麼跟得上台灣 沉迷在紙片人 包皮人,05/22,2022.0,2
606,Misscat16868,→,溫良恭儉讓肥婆，謙卑謙卑再謙卑狗,06/21,2022.0,1
607,afra,→,卸妝後還不就路人。還沒奶子,01/25,2022.0,2
608,idlewolf,推,這才叫極品 鳥仔腳真的很難怪,09/01,2022.0,2
609,k4653,→,沒臉沒奶沒腰沒腿，甚至沒腦，誰受得了,03/14,2022.0,2
610,cedca,噓,沒奶子沒高度,11/24,2021.0,0
611,theskyofblue,推,你先承認你就去那個扁奶怪,08/23,2022.0,2
612,jesiuty,推,養了班畜牲 就是出來維穩幹話人民的 與事,11/14,2021.0,0
613,duo131,→,我都不知道台灣1450這麼強~~還能煽動國際,02/28,2022.0,0
614,bolu0401,推,死胖子幹,03/21,2014.0,1
615,Antia691,推,素肚沒奶子 腦袋跟綠蛆87%像,12/02,2022.0,2
616,OPPAISuki,→,中國女星都超瘦 都骨頭,04/02,2022.0,2
617,dennis02,推,比自己高大？龍妹？,11/12,2022.0,2
618,kobedalanpa,→,裡面其實是兩個瘦皮猴8+9甲甲在吃雞,03/03,2022.0,2
619,rupg4vupskin,推,什麼興趣想要花錢玩都很能燒吧,07/12,2022.0,0
620,Takhisis,→,龍妹也會化妝穿很露啊 你各位不敢看而已,01/02,2022.0,1
621,zzzzaaaa,推,我都唸機械,08/31,2022.0,0
622,shlinho,→,並具有baby bar test,12/15,2021.0,0
623,fp737,推,想要在那邊待著 又不好意思不點,09/21,2022.0,0
624,joshuapan,→,嗎？,05/09,2022.0,0
625,jacket664,推,死肥婆,05/14,2022.0,1
626,machiusheng,推,沒奶摸 沒9萬了,11/29,2022.0,2
627,g204094,推,日男一堆瘦皮猴 韓國歐巴帥高壯,09/28,2021.0,2
628,a1210122,噓,人渣，還有臉講這種話,10/13,2022.0,0
629,brennen,→,這人是真學霸,12/22,2021.0,0
630,mysterydream,→,我堂弟國中18X  但身材根本竹竿 ==,09/26,2021.0,2
631,colan8,推,隔著口罩都覺得醜+胖 真有自信,09/22,2021.0,1
632,koushimei,推,有點肚子肉肉才爽,07/02,2022.0,0
633,love0504,噓,十五樓臭酸醜窮包莖肥宅,01/05,2022.0,1
634,emohann,推,綠色很肥藍色日漸消瘦，人民只剩骨頭還,05/14,2022.0,0
635,fantasyscure,推,一定不帥 矮禿肥臭醜,11/12,2022.0,1
636,minaj,→,算外表的肥宅是不是長得很醜,11/26,2022.0,1
637,feng0312s,→,跟上面說的一樣啊你他媽以前現在不一樣,12/13,2021.0,0
638,zszsdd,→,瘦皮猴還要3個打一個，就知道他壯不壯,11/13,2021.0,2
639,Nov9th,→,幹你屁事！肥豬神,11/04,2022.0,1
640,hihimen,→,8+9都瘦不拉基的，一點戰力都沒有,11/27,2021.0,2
641,sustaining,→,4從少女吃成肥婆你看多犧牲,01/24,2022.0,1
642,tanchuchan,→,年紀越來越大,05/17,2022.0,0
643,suiminkusuri,→,扁奶醜女再來報,10/17,2022.0,2
644,legend1125,推,要開箱養了八年的白胖小豬仔,12/01,2022.0,2
645,mk203125,推,房間溫度26度,12/17,2022.0,0
646,cms6384,噓,又哀慟了,05/31,2022.0,0
647,Usami,→,愛萌之前瘦到骷髏相，現在有肉了好看很多,09/15,2021.0,2
648,seabox,噓,督割,12/02,2021.0,0
649,dio0204,→,死胖子真的不要搞怪 很噁 那種特殊的衣,12/22,2021.0,1
650,s910211,推,煖,06/07,2022.0,0
651,achun1212,推,瘦皮猴先練好再來找人麻煩啦，真的有,10/05,2022.0,2
652,tiaushiwan,推,不到肥婆誰在乎腰幾吋,07/05,2022.0,1
653,kauosong,→,警察這麼瘦巴巴 可以保護人民嗎？,11/20,2022.0,2
654,StylishTrade,推,大三正妹!!!!!!!!!!!!!!!!!!!!!,08/19,2022.0,0
655,bl0418,推,可是這兩位沒奶子啊,08/19,2022.0,1
656,mopepe5566,噓,清大又沒正妹，龍妹你也在暈,08/17,2022.0,1
657,mig,推,建立抄襲就畢不了業的制度啦幹 死胖子,12/05,2022.0,1
658,AlHorford15,推,這胖子是母豬上身 失智放炮了？,11/24,2022.0,1
659,magicc,噓,民進黨沒人要出來攔阻？北部災情要外溢了,08/09,2022.0,0
660,sars7125889,噓,是長的操老然後扁奶怪嗎,09/29,2021.0,2
661,CCNK,推,沒奶圖沒孫子哦,11/02,2022.0,2
662,Misscat16868,→,"4人帥真好人醜性騷擾,肥宅龍妺自重",03/15,2022.0,1
663,milk7054,推,綠共就老共臥底,10/13,2022.0,0
664,sealdoom,推,肥婆多,04/22,2022.0,1
665,crimson11,→,龍妹你要嗎？正妹虐待你你還會暗爽呢,11/30,2021.0,1
666,su4vu6,→,懶得做這些檢查 就往身高體重去走 最簡單,03/22,2022.0,0
667,KEYSOLIDER,推,女版侯友宜只要會說話 民調照樣高,12/28,2022.0,0
668,herro760920,→,滑坡效應就算修法了還是影響了一般人,07/25,2022.0,0
669,sobiNOva,推,第二天怎麼就沒消息了,06/02,2022.0,0
670,yanni999,噓,肥成這樣怎麼擦屁股啊？,03/11,2022.0,1
671,belister,推,沒奶 沒辦法,08/27,2021.0,2
672,lianli1024,推,帳密貼在公務機在公家部門很常見,12/05,2022.0,0
673,ChallengerII,推,好了不起的殺人劍喔(舔),11/13,2022.0,0
674,derrick1220,→,Cc肥婆國師,05/16,2022.0,1
675,k1314520illy,推,龍妹附議,03/23,2022.0,1
676,boy1031,→,Hi  肥婆,06/24,2022.0,1
677,uni19ball,推,他代表誰？若不符所述怎麼辦？,12/16,2022.0,0
678,S2aqua,→,以前鳥仔腳 肉多一點好,09/01,2022.0,2
679,rareone,推,幹妳娘台中死胖子,11/10,2015.0,1
680,alloc,噓,瘦皮猴滾,06/30,2022.0,2
681,zi62007,推,不錯，日本人跟我們一樣奴，只是貴了一點,02/24,2022.0,0
682,justin200428,噓,帶風向？,12/06,2021.0,0
683,rock5421,→,存款有2000萬就是帥哥只是又胖又噁了一,07/19,2022.0,1
684,azukinana,噓,民進黨執政讓黑道吃香喝辣,08/01,2022.0,0
685,curlymonkey,→,光吃跟喝就差很多齁,08/16,2022.0,0
686,sigma0307,→,瘦不拉機的屁孩 先去練一練再說吧,09/05,2021.0,2
687,timeaftime,噓,摸摸良心 你喜歡龍妹？,01/24,2022.0,1
688,Eddielin,→,沒奶子,07/09,2022.0,2
689,opengaydoor,→,反正不是五樓那個死胖子 噁心死了,02/16,2022.0,1
690,NCUking,推,龍妹可以整形,11/20,2021.0,1
691,qwer338859,噓,燻機肥婆,01/24,2022.0,1
692,AlohaVC,→,警察火拼？,08/23,2022.0,0
693,railman,噓,變胖變矮  還能消脂肪肝  厲害,09/12,2021.0,1
694,yogrichen,→,中國就是互害社會,12/28,2022.0,0
695,bill403777,→,通常都瘦到皮包骨 刺青說年少不懂事,11/12,2019.0,2
696,Kultivient,噓,鳥仔腳 噁心,10/15,2021.0,2
697,srxteam0935,推,叫他想像一個滿身油臭的肥龍妹倒追,03/13,2022.0,1
698,Homer5566,噓,就是個醜陋胖同志 沒什麼實際作用 怎麼,11/12,2022.0,1
699,antonny,→,些人了 司法官搞得像行政官沒風骨,03/25,2022.0,0
700,kobe30418,推,一堆瘦皮猴8+9超愛耶 小孩開大車？,05/03,2022.0,2
701,ppptttqaz,推,鳥仔腳不要嘗試 只有馬腿才可以,08/14,2022.0,2
702,px37521,推,XD,10/10,2019.0,0
703,skygray2,推,他自己還自介過自己肥又醜，沒人有性趣,08/29,2022.0,1
704,hitsukix,推,沒看過肥婆,05/22,2022.0,1
705,tom501062003,推,世界怎麼跟得上,12/01,2021.0,0
706,nico78628,推,笑死人綠粉當年神豬狂叫有跟勝文道歉？,02/20,2022.0,1
707,jim12441,→,雜,07/02,2022.0,0
708,raxt577,→,被上鋪龍妹室友吵到睡不著，超臭又打呼，,08/28,2021.0,1
709,franzos,→,該怕的是瘦皮猴宅 沒力氣抵抗,09/29,2021.0,2
710,Oldfather75,推,又胖又醜的側翼仔 可以不要一直貼嗎,09/03,2022.0,1
711,Elmore,推,雪餅鳥仔腳,12/05,2022.0,2
712,bth060104,→,什麼鍋配什麼蓋 肥宅就是要配龍妹,11/12,2022.0,1
713,qqqqwe15,→,都瘦成排骨,11/25,2022.0,2
714,eddisontw,推,52公斤是瘦到只剩骨頭嗎,04/21,2022.0,2
715,chang505,推,沒專業沒奶子到底賣點在哪,05/16,2022.0,1
716,gotopark,推,瘦到皮包骨,11/21,2022.0,2
717,headcase,推,沒腦的黑肥婆,02/20,2022.0,1
718,princeguitar,→,醜男 肥宅 噁男的聚集地真名不虛傳,11/25,2021.0,1
719,St3480,推,你各位每個鳥仔腳都馬可以 哪次不可以,10/02,2021.0,2
720,Dinenger,→,噁心 太瘦了 這是什麼 紙片人哦,06/10,2022.0,2
721,t7556281,→,太瘦了吧都快餓成皮包骨,10/05,2022.0,2
722,srxteam0935,推,跟肥宅生態一樣 小時候圓圓胖胖被阿,06/25,2019.0,0
723,WSzc,→,這是暴肥版李奧納多,01/16,2016.0,1
724,ioioioaoaoao,推,上次輸21萬票 這次會更多,11/18,2022.0,0
725,silver2012,→,你看不起的龍妹 就很多了,08/31,2021.0,1
726,NewPassat,→,紋超深的老臉，又胖又水桶腰....令人搖,04/07,2022.0,1
727,shiriri,噓,瘦皮猴狀態勉強,01/11,2022.0,2
728,ShinRuei,噓,沒奶子還敢找教練,09/07,2021.0,2
729,a7788783,→,所以潮州話是什麼東西？,02/06,2022.0,0
730,small91051,噓,？？？,10/06,2022.0,0
731,wiork,推,又又又是將軍,06/29,2022.0,0
732,dlevel,→,大家看慣日本寫真，不喜歡鳥仔咖、竹籤腿,03/17,2022.0,2
